distance,length,replicate,num_taxa,alpha,model,true_identity_mean,true_identity_min,true_identity_max,true_identity_std,true_gap_mean,true_aligned_length,mafft_identity_mean,mafft_identity_min,mafft_identity_max,mafft_identity_std,mafft_gap_mean,mafft_aligned_length,psa_identity_mean,psa_identity_min,psa_identity_max,psa_identity_std
0.1,100,11,32,1.0,LG+G4,0.9155534068363032,0.8279569892473119,1.0,0.0359457988385339,0.18877032520325204,123,0.9097981892564992,0.7872340425531915,1.0,0.03878944223793905,0.17536157024793386,121,0.9067526869449362,0.851063829787234,0.99,0.03445732116611258
0.1,100,12,32,1.0,LG+G4,0.8916777078584767,0.77,1.0,0.048973944814307495,0.030643203883495146,103,0.8906263928999318,0.77,1.0,0.04957869886523317,0.030643203883495146,103,0.8980274914089347,0.81,0.98,0.04956166478695699
0.1,100,13,32,1.0,LG+G4,0.9076099875604801,0.8020833333333334,1.0,0.04039491025545096,0.0071874999999999994,100,0.9076314357416743,0.8020833333333334,1.0,0.04041288923638268,0.0071874999999999994,100,0.9284846271897664,0.86,1.0,0.038566883723837694
0.1,100,14,32,1.0,LG+G4,0.920910766113101,0.78,1.0,0.04222702068062801,0.26847627737226276,137,0.9181735791979344,0.78,1.0,0.04519856660328002,0.22311046511627908,129,0.9039599554289104,0.717948717948718,0.9805825242718447,0.06769120517483726
0.1,100,15,32,1.0,LG+G4,0.9180352919935427,0.7761194029850746,1.0,0.04628888197985718,0.14375000000000002,110,0.9118063560282081,0.7761194029850746,1.0,0.05081720800329528,0.14375000000000002,110,0.893601990049751,0.835820895522388,0.98,0.03939148281787732
0.1,100,16,32,1.0,LG+G4,0.903684791103978,0.7752808988764045,1.0,0.05647535745788423,0.10630580357142856,112,0.903684791103978,0.7752808988764045,1.0,0.05647535745788423,0.10630580357142856,112,0.903209313055184,0.7835051546391752,1.0,0.06108520470363597
0.1,100,17,32,1.0,LG+G4,0.9149178330262139,0.8275862068965517,1.0,0.03704753562719795,0.3066546762589928,139,0.9149178330262139,0.8275862068965517,1.0,0.03704753562719795,0.3066546762589928,139,0.9195068647336496,0.8409090909090909,1.0,0.04982383958583729
0.1,100,18,32,1.0,LG+G4,0.9164832960775146,0.8152173913043478,1.0,0.03870732716414935,0.05744047619047619,105,0.9159076522270924,0.8152173913043478,1.0,0.038782562617948366,0.05744047619047619,105,0.9123800879497569,0.8631578947368421,0.9595959595959596,0.03045222353532848
0.1,100,19,32,1.0,LG+G4,0.9242059136125889,0.8586956521739131,1.0,0.03051222205209794,0.2979600694444444,144,0.9242671141987365,0.8586956521739131,1.0,0.03034948375712198,0.2979600694444444,144,0.9329679181317025,0.8817204301075269,0.9791666666666666,0.025904390203376402
0.1,100,20,32,1.0,LG+G4,0.9381827581208457,0.864406779661017,1.0,0.028752941698040133,0.04826732673267327,101,0.9381827581208457,0.864406779661017,1.0,0.028752941698040133,0.04826732673267327,101,0.9393919052257561,0.8831168831168831,0.99,0.030992068845731625
0.1,100,21,32,1.0,LG+G4,0.9090670265294732,0.8144329896907216,1.0,0.0412561737667331,0.008125,100,0.9097829350958643,0.8144329896907216,1.0,0.04093463353242912,0.008125,100,0.9089855587995124,0.826530612244898,0.9696969696969697,0.03903797900520308
0.1,100,22,32,1.0,LG+G4,0.9226556835315062,0.8118811881188119,1.0,0.03977978867213387,0.13877118644067798,118,0.9226353185917865,0.8118811881188119,1.0,0.03975310654141188,0.13877118644067798,118,0.9392990357859318,0.8910891089108911,0.98,0.02473097964081861
0.1,100,23,32,1.0,LG+G4,0.9338771521910085,0.8585858585858586,1.0,0.02791804012384415,0.06425233644859812,107,0.9342194826715879,0.8585858585858586,1.0,0.027914772976402942,0.06425233644859812,107,0.9458433435180252,0.9183673469387755,0.98,0.021616515444999884
0.1,100,24,32,1.0,LG+G4,0.9159538638195618,0.7777777777777778,1.0,0.044954685614632076,0.4435810810810811,185,0.9159538638195618,0.7777777777777778,1.0,0.044954685614632076,0.4435810810810811,185,0.931946127946128,0.89,0.99,0.029280258879790758
0.1,100,25,32,1.0,LG+G4,0.9408998317128301,0.8865979381443299,1.0,0.026988195346378464,0.0708912037037037,108,0.9401017310516059,0.8865979381443299,1.0,0.02703393822855615,0.0708912037037037,108,0.9352896589694775,0.89,0.99,0.029358282964436412
0.1,100,26,32,1.0,LG+G4,0.9299207614222408,0.82,1.0,0.039458921381146574,0.07282110091743119,109,0.9299207614222408,0.82,1.0,0.039458921381146574,0.07282110091743119,109,0.9383564797935159,0.8571428571428571,1.0,0.03929998248380275
0.1,100,27,32,1.0,LG+G4,0.9326075296562352,0.8210526315789474,1.0,0.035939151757803274,0.14777542372881358,118,0.9326075296562352,0.8210526315789474,1.0,0.035939151757803274,0.14777542372881358,118,0.9239703153988867,0.8787878787878788,0.99,0.030923386073424874
